"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2023-07-01,"10:33:00","X8","HRN",36
2023-07-01,NA,"X8","PM",1006.3
2023-07-01,"08:00:00","X8","PX",1007.5
2023-07-01,"15:40:00","X8","PN",1004.8
2023-07-01,NA,"X8","PPT",0
2023-07-01,NA,"X8","RS24h",29.3
2023-07-01,NA,"X8","VVM10",1.9
2023-07-01,NA,"X8","DVM10",251
2023-07-01,"14:26:00","X8","VVX10",7.9
2023-07-01,"14:26:00","X8","DVVX10",186
2023-07-02,NA,"D5","TM",22.9
2023-07-02,"11:44:00","D5","TX",26.8
2023-07-02,"04:07:00","D5","TN",19.3
2023-07-02,NA,"D5","HRM",76
2023-07-02,"23:53:00","D5","HRX",99
2023-07-02,"00:00:00","D5","HRN",57
2023-07-02,NA,"D5","PM",969.3
2023-07-02,"22:37:00","D5","PX",971
2023-07-02,"02:30:00","D5","PN",968.3
2023-07-02,NA,"D5","PPT",0
2023-07-02,NA,"D5","RS24h",19.8
2023-07-02,NA,"D5","VVM10",2.1
2023-07-02,NA,"D5","DVM10",95
2023-07-02,"04:23:00","D5","VVX10",6.7
2023-07-02,"04:23:00","D5","DVVX10",25
2023-07-02,NA,"X2","TM",24.9
2023-07-02,"14:46:00","X2","TX",28.9
2023-07-02,"03:33:00","X2","TN",21.8
2023-07-02,NA,"X2","HRM",73
2023-07-02,"21:51:00","X2","HRX",87
2023-07-02,"17:00:00","X2","HRN",59
2023-07-02,NA,"X4","TM",25.2
2023-07-02,"14:01:00","X4","TX",27.7
2023-07-02,"04:40:00","X4","TN",22.7
2023-07-02,NA,"X4","HRM",70
2023-07-02,"22:11:00","X4","HRX",90
2023-07-02,"17:57:00","X4","HRN",55
2023-07-02,NA,"X4","PM",1012.3
2023-07-02,"22:30:00","X4","PX",1014
2023-07-02,"02:13:00","X4","PN",1011.3
2023-07-02,NA,"X4","PPT",0
2023-07-02,NA,"X4","RS24h",30.5
2023-07-02,NA,"X4","VVM10",2.2
2023-07-02,NA,"X4","DVM10",98
2023-07-02,"13:05:00","X4","VVX10",7.7
2023-07-02,"13:05:00","X4","DVVX10",106
2023-07-02,NA,"X8","TM",25
2023-07-02,"11:23:00","X8","TX",29.1
2023-07-02,"04:47:00","X8","TN",21.5
2023-07-02,NA,"X8","HRM",71
2023-07-02,"02:30:00","X8","HRX",86
2023-07-02,"10:46:00","X8","HRN",55
2023-07-02,NA,"X8","PM",1006.7
2023-07-02,"22:30:00","X8","PX",1008.4
2023-07-02,"03:00:00","X8","PN",1005.8
2023-07-02,NA,"X8","PPT",0
2023-07-02,NA,"X8","RS24h",20.4
2023-07-02,NA,"X8","VVM10",1.9
2023-07-02,NA,"X8","DVM10",102
2023-07-02,"12:30:00","X8","VVX10",7
2023-07-02,"12:30:00","X8","DVVX10",140
2023-07-03,NA,"D5","TM",22.4
2023-07-03,"12:40:00","D5","TX",27.4
2023-07-03,"04:31:00","D5","TN",20.3
2023-07-03,NA,"D5","HRM",84
2023-07-03,"04:39:00","D5","HRX",99
2023-07-03,"12:46:00","D5","HRN",56
2023-07-03,NA,"D5","PM",969.9
2023-07-03,"11:31:00","D5","PX",970.8
2023-07-03,"16:51:00","D5","PN",968.9
2023-07-03,NA,"D5","PPT",0.3
2023-07-03,NA,"D5","RS24h",15.2
2023-07-03,NA,"D5","VVM10",3.1
2023-07-03,NA,"D5","DVM10",212
2023-07-03,"15:02:00","D5","VVX10",11.5
2023-07-03,"15:02:00","D5","DVVX10",219
2023-07-03,NA,"X2","TM",25.3
2023-07-03,"13:12:00","X2","TX",29.2
2023-07-03,"04:30:00","X2","TN",22.4
2023-07-03,NA,"X2","HRM",76
2023-07-03,"04:01:00","X2","HRX",92
2023-07-03,"12:05:00","X2","HRN",59
2023-07-03,NA,"X4","TM",25.7
2023-07-03,"12:42:00","X4","TX",28.4
2023-07-03,"04:41:00","X4","TN",23.7
2023-07-03,NA,"X4","HRM",71
2023-07-03,"04:11:00","X4","HRX",89
2023-07-03,"12:44:00","X4","HRN",51
2023-07-03,NA,"X4","PM",1012.9
2023-07-03,"12:00:00","X4","PX",1013.9
2023-07-03,"16:58:00","X4","PN",1011.5
2023-07-03,NA,"X4","PPT",0.1
2023-07-03,NA,"X4","RS24h",24.2
2023-07-03,NA,"X4","VVM10",2.2
2023-07-03,NA,"X4","DVM10",188
2023-07-03,"15:16:00","X4","VVX10",10
2023-07-03,"15:16:00","X4","DVVX10",220
2023-07-03,NA,"X8","TM",25.1
2023-07-03,"12:38:00","X8","TX",29.7
2023-07-03,"03:23:00","X8","TN",21.5
2023-07-03,NA,"X8","HRM",74
2023-07-03,"02:42:00","X8","HRX",95
2023-07-03,"12:19:00","X8","HRN",49
2023-07-03,NA,"X8","PM",1007.4
2023-07-03,"11:22:00","X8","PX",1008.3
2023-07-03,"16:53:00","X8","PN",1006
2023-07-03,NA,"X8","PPT",0.2
2023-07-03,NA,"X8","RS24h",18.8
2023-07-03,NA,"X8","VVM10",1.9
2023-07-03,NA,"X8","DVM10",227
2023-07-03,"14:28:00","X8","VVX10",8.9
2023-07-03,"14:28:00","X8","DVVX10",211
2023-07-04,NA,"D5","TM",23.3
2023-07-04,"13:37:00","D5","TX",28.2
2023-07-04,"04:30:00","D5","TN",20
2023-07-04,NA,"D5","HRM",82
2023-07-04,"23:00:00","D5","HRX",100
2023-07-04,"13:54:00","D5","HRN",51
2023-07-04,NA,"D5","PM",969.7
2023-07-04,"11:00:00","D5","PX",970.7
2023-07-04,"02:46:00","D5","PN",968.6
2023-07-04,NA,"D5","PPT",0
2023-07-04,NA,"D5","RS24h",20.3
2023-07-04,NA,"D5","VVM10",2.2
2023-07-04,NA,"D5","DVM10",146
2023-07-04,"16:34:00","D5","VVX10",7.5
2023-07-04,"16:34:00","D5","DVVX10",212
2023-07-04,NA,"X2","TM",25.1
2023-07-04,"14:23:00","X2","TX",28.7
2023-07-04,"04:38:00","X2","TN",22.6
2023-07-04,NA,"X2","HRM",77
2023-07-04,"23:49:00","X2","HRX",92
2023-07-04,"12:16:00","X2","HRN",55
2023-07-04,NA,"X4","TM",25.3
2023-07-04,"16:03:00","X4","TX",27.3
2023-07-04,"03:53:00","X4","TN",23.4
2023-07-04,NA,"X4","HRM",74
2023-07-04,"23:59:00","X4","HRX",96
2023-07-04,"12:18:00","X4","HRN",50
2023-07-04,NA,"X4","PM",1012.6
2023-07-04,"11:03:00","X4","PX",1013.8
2023-07-04,"16:48:00","X4","PN",1011.4
2023-07-04,NA,"X4","PPT",0
2023-07-04,NA,"X4","RS24h",23.3
2023-07-04,NA,"X4","VVM10",2.1
2023-07-04,NA,"X4","DVM10",113
2023-07-04,"07:27:00","X4","VVX10",6.7
2023-07-04,"07:27:00","X4","DVVX10",71
2023-07-04,NA,"X8","TM",24.9
2023-07-04,"14:57:00","X8","TX",28.9
2023-07-04,"03:46:00","X8","TN",21.2
2023-07-04,NA,"X8","HRM",77
2023-07-04,"23:43:00","X8","HRX",99
2023-07-04,"11:56:00","X8","HRN",44
2023-07-04,NA,"X8","PM",1007.1
2023-07-04,"11:00:00","X8","PX",1008.2
2023-07-04,"16:51:00","X8","PN",1005.9
2023-07-04,NA,"X8","PPT",0
2023-07-04,NA,"X8","RS24h",20.9
2023-07-04,NA,"X8","VVM10",1.8
2023-07-04,NA,"X8","DVM10",106
2023-07-04,"10:27:00","X8","VVX10",6.9
2023-07-04,"10:27:00","X8","DVVX10",100
2023-07-05,NA,"D5","TM",21.6
2023-07-05,"15:03:00","D5","TX",25.5
2023-07-05,"23:59:00","D5","TN",19.7
2023-07-05,NA,"D5","HRM",91
2023-07-05,"23:59:00","D5","HRX",100
2023-07-05,"15:44:00","D5","HRN",70
2023-07-05,NA,"D5","PM",970.5
2023-07-05,"10:06:00","D5","PX",972
2023-07-05,"20:53:00","D5","PN",968.8
2023-07-05,NA,"D5","PPT",1.1
2023-07-05,NA,"D5","RS24h",12
2023-07-05,NA,"D5","VVM10",2.2
2023-07-05,NA,"D5","DVM10",112
2023-07-05,"20:52:00","D5","VVX10",9.1
2023-07-05,"20:52:00","D5","DVVX10",36
2023-07-05,NA,"X2","TM",24.3
2023-07-05,"13:41:00","X2","TX",27.3
2023-07-05,"09:42:00","X2","TN",22.8
2023-07-05,NA,"X2","HRM",79
2023-07-05,"02:30:00","X2","HRX",95
2023-07-05,"15:31:00","X2","HRN",64
2023-07-05,NA,"X4","TM",24.3
2023-07-05,"12:02:00","X4","TX",25.6
2023-07-05,"09:35:00","X4","TN",22.6
2023-07-05,NA,"X4","HRM",81
2023-07-05,"05:30:00","X4","HRX",100
2023-07-05,"15:48:00","X4","HRN",66
2023-07-05,NA,"X4","PM",1013.6
2023-07-05,"10:30:00","X4","PX",1015.4
2023-07-05,"20:51:00","X4","PN",1011.7
2023-07-05,NA,"X4","PPT",0.8
2023-07-05,NA,"X4","RS24h",14.8
2023-07-05,NA,"X4","VVM10",2
2023-07-05,NA,"X4","DVM10",103
2023-07-05,"20:52:00","X4","VVX10",6.7
2023-07-05,"20:52:00","X4","DVVX10",68
2023-07-05,NA,"X8","TM",24.1
2023-07-05,"15:26:00","X8","TX",27.1
2023-07-05,"09:36:00","X8","TN",21.9
2023-07-05,NA,"X8","HRM",81
2023-07-05,"09:43:00","X8","HRX",100
2023-07-05,"15:40:00","X8","HRN",62
2023-07-05,NA,"X8","PM",1008
2023-07-05,"10:39:00","X8","PX",1009.6
2023-07-05,"20:46:00","X8","PN",1006
2023-07-05,NA,"X8","PPT",0.8
2023-07-05,NA,"X8","RS24h",12.5
2023-07-05,NA,"X8","VVM10",1.7
2023-07-05,NA,"X8","DVM10",106
2023-07-05,"20:47:00","X8","VVX10",6.2
2023-07-05,"20:47:00","X8","DVVX10",46
2023-07-06,NA,"D5","TM",23.3
2023-07-06,"13:16:00","D5","TX",29.8
2023-07-06,"02:00:00","D5","TN",19.3
2023-07-06,NA,"D5","HRM",74
2023-07-06,"02:00:00","D5","HRX",100
2023-07-06,"12:09:00","D5","HRN",43
2023-07-06,NA,"D5","PM",969
2023-07-06,"20:23:00","D5","PX",970.1
2023-07-06,"19:04:00","D5","PN",967.3
2023-07-06,NA,"D5","PPT",0
2023-07-06,NA,"D5","RS24h",23.1
2023-07-06,NA,"D5","VVM10",2.6
2023-07-06,NA,"D5","DVM10",97
2023-07-06,"14:21:00","D5","VVX10",7.6
2023-07-06,"14:21:00","D5","DVVX10",174
2023-07-06,NA,"X2","TM",25.1
2023-07-06,"13:30:00","X2","TX",29.4
2023-07-06,"04:14:00","X2","TN",22.2
2023-07-06,NA,"X2","HRM",70
2023-07-06,"23:31:00","X2","HRX",87
2023-07-06,"09:21:00","X2","HRN",48
2023-07-06,NA,"X4","TM",25.4
2023-07-06,"11:32:00","X4","TX",28.4
2023-07-06,"04:30:00","X4","TN",22.7
2023-07-06,NA,"X4","HRM",65
2023-07-06,"01:40:00","X4","HRX",84
2023-07-06,"11:46:00","X4","HRN",40
2023-07-06,NA,"X4","PM",1011.9
2023-07-06,"02:00:00","X4","PX",1013
2023-07-06,"19:04:00","X4","PN",1010.1
2023-07-06,NA,"X4","PPT",0.2
2023-07-06,NA,"X4","RS24h",24.4
2023-07-06,NA,"X4","VVM10",1.8
2023-07-06,NA,"X4","DVM10",100
2023-07-06,"14:17:00","X4","VVX10",6.1
2023-07-06,"14:17:00","X4","DVVX10",138
2023-07-06,NA,"X8","TM",25.4
2023-07-06,"10:52:00","X8","TX",30.5
2023-07-06,"04:17:00","X8","TN",21.5
2023-07-06,NA,"X8","HRM",68
2023-07-06,"01:47:00","X8","HRX",94
2023-07-06,"10:52:00","X8","HRN",37
2023-07-06,NA,"X8","PM",1006.4
2023-07-06,"20:23:00","X8","PX",1007.4
2023-07-06,"19:00:00","X8","PN",1004.7
2023-07-06,NA,"X8","PPT",0.5
2023-07-06,NA,"X8","RS24h",23.7
2023-07-06,NA,"X8","VVM10",1.6
2023-07-06,NA,"X8","DVM10",99
2023-07-06,"14:23:00","X8","VVX10",7.2
2023-07-06,"14:23:00","X8","DVVX10",177
2023-07-07,NA,"D5","TM",24.1
2023-07-07,"10:47:00","D5","TX",29.1
2023-07-07,"00:06:00","D5","TN",20.7
2023-07-07,NA,"D5","HRM",70
2023-07-07,"21:00:00","D5","HRX",100
2023-07-07,"12:05:00","D5","HRN",44
2023-07-07,NA,"D5","PM",968.8
2023-07-07,"21:24:00","D5","PX",970.1
2023-07-07,"17:30:00","D5","PN",967.5
2023-07-07,NA,"D5","PPT",0
2023-07-07,NA,"D5","RS24h",21.3
2023-07-07,NA,"D5","VVM10",4.4
2023-07-07,NA,"D5","DVM10",56
2023-07-07,"23:58:00","D5","VVX10",13.1
2023-07-07,"23:58:00","D5","DVVX10",30
2023-07-07,NA,"X2","TM",25
2023-07-07,"15:38:00","X2","TX",27.9
2023-07-07,"04:35:00","X2","TN",22
2023-07-07,NA,"X2","HRM",77
2023-07-07,"23:54:00","X2","HRX",88
2023-07-07,"10:41:00","X2","HRN",58
2023-07-07,NA,"X4","TM",25.4
2023-07-07,"10:43:00","X4","TX",28.1
2023-07-07,"04:00:00","X4","TN",23.1
2023-07-07,NA,"X4","HRM",74
2023-07-07,"21:30:00","X4","HRX",100
2023-07-07,"10:45:00","X4","HRN",47
2023-07-07,NA,"X4","PM",1011.6
2023-07-07,"21:30:00","X4","PX",1013
2023-07-07,"17:36:00","X4","PN",1010.1
2023-07-07,NA,"X4","PPT",0
2023-07-07,NA,"X4","RS24h",22.2
2023-07-07,NA,"X4","VVM10",2.8
2023-07-07,NA,"X4","DVM10",71
2023-07-07,"15:13:00","X4","VVX10",10.4
2023-07-07,"15:13:00","X4","DVVX10",71
2023-07-07,NA,"X8","TM",25.3
2023-07-07,"10:51:00","X8","TX",29.6
2023-07-07,"03:01:00","X8","TN",21.5
2023-07-07,NA,"X8","HRM",71
2023-07-07,"01:44:00","X8","HRX",97
2023-07-07,"11:01:00","X8","HRN",42
2023-07-07,NA,"X8","PM",1006.1
2023-07-07,"21:25:00","X8","PX",1007.5
2023-07-07,"17:33:00","X8","PN",1004.6
2023-07-07,NA,"X8","PPT",0
2023-07-07,NA,"X8","RS24h",20.9
2023-07-07,NA,"X8","VVM10",2.6
2023-07-07,NA,"X8","DVM10",63
2023-07-07,"16:03:00","X8","VVX10",10.4
2023-07-07,"16:03:00","X8","DVVX10",87
2023-07-08,NA,"D5","TM",25.8
2023-07-08,"10:41:00","D5","TX",31.7
2023-07-08,"04:55:00","D5","TN",20.2
2023-07-08,NA,"D5","HRM",62
2023-07-08,"04:33:00","D5","HRX",98
2023-07-08,"09:09:00","D5","HRN",44
2023-07-08,NA,"D5","PM",969.8
2023-07-08,"22:39:00","D5","PX",971.7
2023-07-08,"01:40:00","D5","PN",967
2023-07-08,NA,"D5","PPT",0
2023-07-08,NA,"D5","RS24h",29.9
2023-07-08,NA,"D5","VVM10",4
2023-07-08,NA,"D5","DVM10",70
2023-07-08,"00:30:00","D5","VVX10",15.3
2023-07-08,"00:30:00","D5","DVVX10",34
2023-07-08,NA,"X2","TM",25.9
2023-07-08,"12:47:00","X2","TX",29.6
2023-07-08,"05:15:00","X2","TN",23.3
2023-07-08,NA,"X2","HRM",71
2023-07-08,"04:14:00","X2","HRX",86
2023-07-08,"08:21:00","X2","HRN",48
2023-07-08,NA,"X4","TM",26.5
2023-07-08,"08:21:00","X4","TX",30.6
2023-07-08,"05:00:00","X4","TN",23.5
2023-07-08,NA,"X4","HRM",66
2023-07-08,"04:17:00","X4","HRX",97
2023-07-08,"08:21:00","X4","HRN",42
2023-07-08,NA,"X4","PM",1012.5
2023-07-08,"22:30:00","X4","PX",1014.5
2023-07-08,"01:30:00","X4","PN",1009.8
2023-07-08,NA,"X4","PPT",0
2023-07-08,NA,"X4","RS24h",29.5
2023-07-08,NA,"X4","VVM10",2.2
2023-07-08,NA,"X4","DVM10",89
2023-07-08,"03:49:00","X4","VVX10",8
2023-07-08,"03:49:00","X4","DVVX10",84
2023-07-08,NA,"X8","TM",27.4
2023-07-08,"10:19:00","X8","TX",32.7
2023-07-08,"02:50:00","X8","TN",22.8
2023-07-08,NA,"X8","HRM",60
2023-07-08,"03:39:00","X8","HRX",92
2023-07-08,"08:16:00","X8","HRN",37
2023-07-08,NA,"X8","PM",1007
2023-07-08,"22:35:00","X8","PX",1009
2023-07-08,"01:30:00","X8","PN",1004.2
2023-07-08,NA,"X8","PPT",0
2023-07-08,NA,"X8","RS24h",29.3
2023-07-08,NA,"X8","VVM10",2.3
2023-07-08,NA,"X8","DVM10",87
2023-07-08,"01:47:00","X8","VVX10",8.4
2023-07-08,"01:47:00","X8","DVVX10",178
2023-07-09,NA,"D5","TM",25.9
2023-07-09,"11:52:00","D5","TX",32
2023-07-09,"05:08:00","D5","TN",22.2
2023-07-09,NA,"D5","HRM",62
2023-07-09,"23:59:00","D5","HRX",96
2023-07-09,"11:00:00","D5","HRN",40
2023-07-09,NA,"D5","PM",972.3
2023-07-09,"23:53:00","D5","PX",974.3
2023-07-09,"02:44:00","D5","PN",970.8
2023-07-09,NA,"D5","PPT",0
2023-07-09,NA,"D5","RS24h",27.7
2023-07-09,NA,"D5","VVM10",2.1
2023-07-09,NA,"D5","DVM10",88
2023-07-09,"22:00:00","D5","VVX10",6.9
2023-07-09,"22:00:00","D5","DVVX10",60
2023-07-09,NA,"X2","TM",25.5
2023-07-09,"13:04:00","X2","TX",29.6
2023-07-09,"03:34:00","X2","TN",22.7
2023-07-09,NA,"X2","HRM",80
2023-07-09,"23:37:00","X2","HRX",91
2023-07-09,"12:16:00","X2","HRN",56
2023-07-09,NA,"X4","TM",26.1
2023-07-09,"09:14:00","X4","TX",30.1
2023-07-09,"23:34:00","X4","TN",23.8
2023-07-09,NA,"X4","HRM",76
2023-07-09,"23:30:00","X4","HRX",100
2023-07-09,"08:59:00","X4","HRN",44
2023-07-09,NA,"X4","PM",1015.1
2023-07-09,"23:30:00","X4","PX",1017.6
2023-07-09,"01:31:00","X4","PN",1013.5
2023-07-09,NA,"X4","PPT",0
2023-07-09,NA,"X4","RS24h",28.2
2023-07-09,NA,"X4","VVM10",1.8
2023-07-09,NA,"X4","DVM10",130
2023-07-09,"12:48:00","X4","VVX10",5.9
2023-07-09,"12:48:00","X4","DVVX10",142
2023-07-09,NA,"X8","TM",26.8
2023-07-09,"10:47:00","X8","TX",32.8
2023-07-09,"04:00:00","X8","TN",21.9
2023-07-09,NA,"X8","HRM",69
2023-07-09,"23:54:00","X8","HRX",100
2023-07-09,"10:48:00","X8","HRN",38
2023-07-09,NA,"X8","PM",1009.6
2023-07-09,"23:40:00","X8","PX",1011.9
2023-07-09,"02:39:00","X8","PN",1008.1
2023-07-09,NA,"X8","PPT",0
2023-07-09,NA,"X8","RS24h",27.6
2023-07-09,NA,"X8","VVM10",1.6
2023-07-09,NA,"X8","DVM10",114
2023-07-09,"11:40:00","X8","VVX10",6.4
2023-07-09,"11:40:00","X8","DVVX10",168
2023-07-10,NA,"D5","TM",26.6
2023-07-10,"12:23:00","D5","TX",31.2
2023-07-10,"05:07:00","D5","TN",21.3
2023-07-10,NA,"D5","HRM",71
2023-07-10,"05:00:00","D5","HRX",100
2023-07-10,"21:08:00","D5","HRN",52
2023-07-10,NA,"D5","PM",973.2
2023-07-10,"11:42:00","D5","PX",974.7
2023-07-10,"23:39:00","D5","PN",971.3
2023-07-10,NA,"D5","PPT",0
2023-07-10,NA,"D5","RS24h",28.3
2023-07-10,NA,"D5","VVM10",1.9
2023-07-10,NA,"D5","DVM10",105
2023-07-10,"07:51:00","D5","VVX10",8.6
2023-07-10,"07:51:00","D5","DVVX10",44
2023-07-10,NA,"X2","TM",26.3
2023-07-10,"15:01:00","X2","TX",30
2023-07-10,"04:48:00","X2","TN",24.1
2023-07-10,NA,"X2","HRM",80
2023-07-10,"23:53:00","X2","HRX",91
2023-07-10,"16:00:00","X2","HRN",64
2023-07-10,NA,"X4","TM",26.6
2023-07-10,"07:59:00","X4","TX",30.4
2023-07-10,"00:06:00","X4","TN",23.9
2023-07-10,NA,"X4","HRM",80
2023-07-10,"23:30:00","X4","HRX",100
2023-07-10,"07:58:00","X4","HRN",55
2023-07-10,NA,"X4","PM",1016
2023-07-10,"11:45:00","X4","PX",1017.6
2023-07-10,"18:41:00","X4","PN",1013.8
2023-07-10,NA,"X4","PPT",0
2023-07-10,NA,"X4","RS24h",27.9
2023-07-10,NA,"X4","VVM10",1.7
2023-07-10,NA,"X4","DVM10",118
2023-07-10,"12:51:00","X4","VVX10",5.2
2023-07-10,"12:51:00","X4","DVVX10",134
2023-07-10,NA,"X8","TM",27.5
2023-07-10,"08:25:00","X8","TX",32.4
2023-07-10,"00:24:00","X8","TN",23.6
2023-07-10,NA,"X8","HRM",73
2023-07-10,"00:30:00","X8","HRX",100
2023-07-10,"08:10:00","X8","HRN",48
2023-07-10,NA,"X8","PM",1010.5
2023-07-10,"12:19:00","X8","PX",1011.9
2023-07-10,"23:33:00","X8","PN",1008.4
2023-07-10,NA,"X8","PPT",0
2023-07-10,NA,"X8","RS24h",27.5
2023-07-10,NA,"X8","VVM10",1.7
2023-07-10,NA,"X8","DVM10",124
2023-07-10,"11:52:00","X8","VVX10",5.9
2023-07-10,"11:52:00","X8","DVVX10",181
2023-07-11,NA,"D5","TM",27.1
2023-07-11,"14:16:00","D5","TX",33
2023-07-11,"01:35:00","D5","TN",21.6
2023-07-11,NA,"D5","HRM",72
2023-07-11,"22:00:00","D5","HRX",100
2023-07-11,"06:31:00","D5","HRN",43
2023-07-11,NA,"D5","PM",968.9
2023-07-11,"01:36:00","D5","PX",971.7
2023-07-11,"18:15:00","D5","PN",965.8
2023-07-11,NA,"D5","PPT",0
2023-07-11,NA,"D5","RS24h",25.3
2023-07-11,NA,"D5","VVM10",2.5
2023-07-11,NA,"D5","DVM10",198
2023-07-11,"21:25:00","D5","VVX10",12.4
2023-07-11,"21:25:00","D5","DVVX10",223
2023-07-11,NA,"X2","TM",27.1
2023-07-11,"14:25:00","X2","TX",30.7
2023-07-11,"04:30:00","X2","TN",24.5
2023-07-11,NA,"X2","HRM",83
2023-07-11,"22:32:00","X2","HRX",92
2023-07-11,"15:34:00","X2","HRN",71
2023-07-11,NA,"X4","TM",27.3
2023-07-11,"14:08:00","X4","TX",29.8
2023-07-11,"00:42:00","X4","TN",24.9
2023-07-11,NA,"X4","HRM",84
2023-07-11,"23:30:00","X4","HRX",100
2023-07-11,"07:14:00","X4","HRN",58
2023-07-11,NA,"X4","PM",1011.3
2023-07-11,"01:30:00","X4","PX",1014.7
2023-07-11,"18:16:00","X4","PN",1007.9
2023-07-11,NA,"X4","PPT",0
2023-07-11,NA,"X4","RS24h",25.4
2023-07-11,NA,"X4","VVM10",1.8
2023-07-11,NA,"X4","DVM10",147
2023-07-11,"21:24:00","X4","VVX10",6.7
2023-07-11,"21:24:00","X4","DVVX10",227
2023-07-11,NA,"X8","TM",28.2
2023-07-11,"14:09:00","X8","TX",32.8
2023-07-11,"04:30:00","X8","TN",24.2
2023-07-11,NA,"X8","HRM",77
2023-07-11,"03:24:00","X8","HRX",99
2023-07-11,"12:23:00","X8","HRN",52
2023-07-11,NA,"X8","PM",1005.8
2023-07-11,"01:36:00","X8","PX",1009
2023-07-11,"18:13:00","X8","PN",1002.3
2023-07-11,NA,"X8","PPT",0
2023-07-11,NA,"X8","RS24h",25.6
2023-07-11,NA,"X8","VVM10",1.7
2023-07-11,NA,"X8","DVM10",153
2023-07-11,"21:22:00","X8","VVX10",8.1
2023-07-11,"21:22:00","X8","DVVX10",228
2023-07-12,NA,"D5","TM",25.3
2023-07-12,"11:50:00","D5","TX",29.7
2023-07-12,"23:59:00","D5","TN",22.2
2023-07-12,NA,"D5","HRM",79
2023-07-12,"05:30:00","D5","HRX",100
2023-07-12,"15:31:00","D5","HRN",59
2023-07-12,NA,"D5","PM",968
2023-07-12,"23:59:00","D5","PX",969.7
2023-07-12,"00:08:00","D5","PN",966.5
2023-07-12,NA,"D5","PPT",0
2023-07-12,NA,"D5","RS24h",21.2
2023-07-12,NA,"D5","VVM10",2.7
2023-07-12,NA,"D5","DVM10",99
2023-07-12,"06:37:00","D5","VVX10",8.7
2023-07-12,"06:37:00","D5","DVVX10",23
2023-07-12,NA,"X2","TM",26.4
2023-07-12,"13:36:00","X2","TX",29.4
2023-07-12,"23:44:00","X2","TN",24.3
2023-07-12,NA,"X2","HRM",79
2023-07-12,"04:07:00","X2","HRX",92
2023-07-12,"13:31:00","X2","HRN",62
2023-07-12,NA,"X4","TM",26.6
2023-07-12,"14:29:00","X4","TX",28.3
2023-07-12,"04:30:00","X4","TN",25.2
2023-07-12,NA,"X4","HRM",78
2023-07-12,"06:00:00","X4","HRX",100
2023-07-12,"21:02:00","X4","HRN",60
2023-07-12,NA,"X4","PM",1010.6
2023-07-12,"23:59:00","X4","PX",1012.4
2023-07-12,"00:04:00","X4","PN",1008.9
2023-07-12,NA,"X4","PPT",0
2023-07-12,NA,"X4","RS24h",23.6
2023-07-12,NA,"X4","VVM10",2.3
2023-07-12,NA,"X4","DVM10",107
2023-07-12,"01:58:00","X4","VVX10",7.4
2023-07-12,"01:58:00","X4","DVVX10",80
2023-07-12,NA,"X8","TM",27.3
2023-07-12,"12:01:00","X8","TX",30.8
2023-07-12,"03:30:00","X8","TN",25.1
2023-07-12,NA,"X8","HRM",74
2023-07-12,"04:36:00","X8","HRX",98
2023-07-12,"11:02:00","X8","HRN",57
2023-07-12,NA,"X8","PM",1005.1
2023-07-12,"23:58:00","X8","PX",1007
2023-07-12,"00:02:00","X8","PN",1003.3
2023-07-12,NA,"X8","PPT",0
2023-07-12,NA,"X8","RS24h",23.1
2023-07-12,NA,"X8","VVM10",2.3
2023-07-12,NA,"X8","DVM10",106
2023-07-12,"02:08:00","X8","VVX10",8.1
2023-07-12,"02:08:00","X8","DVVX10",83
2023-07-13,NA,"D5","TM",24.4
2023-07-13,"14:21:00","D5","TX",29.9
2023-07-13,"05:08:00","D5","TN",21.7
2023-07-13,NA,"D5","HRM",76
2023-07-13,"04:30:00","D5","HRX",97
2023-07-13,"13:40:00","D5","HRN",41
2023-07-13,NA,"D5","PM",971
2023-07-13,"21:47:00","D5","PX",972.3
2023-07-13,"02:18:00","D5","PN",969.4
2023-07-13,NA,"D5","PPT",0
2023-07-13,NA,"D5","RS24h",25.7
2023-07-13,NA,"D5","VVM10",4.7
2023-07-13,NA,"D5","DVM10",221
2023-07-13,"12:18:00","D5","VVX10",12.1
2023-07-13,"12:18:00","D5","DVVX10",206
2023-07-13,NA,"X2","TM",27.1
2023-07-13,"13:44:00","X2","TX",31.6
2023-07-13,"01:24:00","X2","TN",23.8
2023-07-13,NA,"X2","HRM",70
2023-07-13,"05:09:00","X2","HRX",83
2023-07-13,"11:42:00","X2","HRN",42
2023-07-13,NA,"X4","TM",27.2
2023-07-13,"11:43:00","X4","TX",30.9
2023-07-13,"23:10:00","X4","TN",25.4
2023-07-13,NA,"X4","HRM",64
2023-07-13,"05:00:00","X4","HRX",77
2023-07-13,"12:59:00","X4","HRN",39
2023-07-13,NA,"X4","PM",1013.9
2023-07-13,"21:37:00","X4","PX",1015.2
2023-07-13,"02:31:00","X4","PN",1012.2
2023-07-13,NA,"X4","PPT",0
2023-07-13,NA,"X4","RS24h",26.5
2023-07-13,NA,"X4","VVM10",2.6
2023-07-13,NA,"X4","DVM10",218
2023-07-13,"12:45:00","X4","VVX10",10
2023-07-13,"12:45:00","X4","DVVX10",191
2023-07-13,NA,"X8","TM",27.2
2023-07-13,"12:28:00","X8","TX",31.8
2023-07-13,"03:15:00","X8","TN",23.9
2023-07-13,NA,"X8","HRM",66
